Order,asset_key,pipe_key_match,PIPELINE NAME,Problem_Description,Description,Location_Description,Order Type,Priority,MaintActivType,System status,SYSTEM,SUB SYSTEM,Material,Nominal Diameter,TOTAL LENGTH (KM),PIPELINE AGE,CAPACITY MLD,Total act.costs,TotalPlnndCosts,event_year,event_month,event_dow,is_weekend,target_leak
748815,uw ii e dvha bds war wop valve,,,"check BPT wart, p/s overflowing",Valves,Common Inlet IV,PM02,2.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,,,,,,,,7017.6,0.0,2020,11,4,0,0
749396,uw ii e dvha bds war dip build,,,repair tape @ Dingle p/s.(jerry),Dingle Structural & Buildings,Dingle P/S Guard House,PM02,2.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,,,,,,,,7017.6,0.0,2020,12,3,0,0
749913,mr17830,thornville,Thornville,Leak on meter 63 p/l - Craig,"Meter, Thornville P/S Outlet","Meter, Thornville P/S Outlet",PM02,2.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel/AC,160200.0,7.9,38.0,8.9,7017.6,0.0,2020,12,1,0,1
750957,uw ii w midm bds man pha pipel,manyavu pipeline,Manyavu Pipeline,NO WATER AT MANYAVU (HENRY),"Manyavu Pipeline, (Complete)",Manyavu Pipeline (Complete),PM02,1.0,CMC,TECO PCNF PRT  NMAT PRC  SETC,Upper Mgeni,,Klambon,150.0,13.0,15.0,3.1,7017.6,3508.8,2021,1,4,0,0
751833,uw ii w midm bds 061 61h pipel,lion park pipeline,Lion Park Pipeline,Eston res dropping - Craig (c/o 18/02),"61 Pipeline, Ashburton section",Pipe Segment Ashburton offtake,PM02,2.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,350.0,8.6,7.0,16.6,7017.6,0.0,2021,2,0,0,0
751968,uw ii e dvha bds war ms1 pipel,wartburg pipeline,Wartburg Pipeline,check W/burg 1.5 Ml res dropping (Jerry),Mshwati Pipeline System (New),New Wartburg Pline,PM02,2.0,CMC,TECO PCNF PRT  NMAT PRC  SETC,Upper Mgeni,DV HARRIS,Steel,700.0,9.5,8.0,66.0,7017.6,0.0,2021,2,2,0,0
753572,uw ii e dvha bds 060 cnr build,60 pipeline,60 Pipeline,close clarendon bypass valve,Clarendon Reservoir Structure,Clarendon reservoir Structure,PM02,1.0,CMC,TECO PCNF PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,900.12,6.2,23.0,330.0,7017.6,3508.8,2021,4,0,0,0
755350,uw ii w midm bds urd urr res03,,,NO WATER AT UML RD TOWER,Umlaas Rd Reservoir 3 (Elevated Tank),"Umlaas Rd, High Level Reservoir",PM02,1.0,CMC,TECO PCNF PRT  NMAT PRC  SETC,,,,,,,,7017.6,3508.8,2021,5,0,0,0
761305,uw ii e ixop wtw ixw adm build,,,Please provide grass cutting @ the dams,Ixopo Structural & Buildings,Ixopo Water Works General Structure,PM02,5.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,,,,,,,,7000.0,7000.0,2021,11,0,0,0
793289,uw ii w midm wtw mis cla tank1,,,Clean thin sludge tank at s/plant,Sludge PST 1,Settling Tank #1,PM02,2.0,CMN,TECO GMPS NMAT PRC  SETC,,,,,,,,7000.0,7000.0,2023,12,3,0,0
738536,uw ho c head sup hof she elec1,,,Install additional plug points NCT build,Head Office Electrical Equipment,Head Office Electrical Reticulation,PM02,2.0,CMN,TECO GMPS PRC  SETC,,,,,,,,6992.5,6992.5,2019,12,3,0,0
90002069,uw ii w mpof www mps dws build,,,please weld SDM inlet collection plate,Buildings & Structures,Dewatering System Buildings,PM02,4.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,,,,,,,,6982.7,0.0,2024,5,4,0,0
90002074,uw ii w mpof www mps chl build,,,please weld conveyor belt safe guard,Buildings & Structures,Chlorine area Buildings,PM02,2.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,,,,,,,,6982.7,0.0,2024,5,4,0,0
747216,uw ii e mkon sup ops wsh build,,,Please attend to artisan office aircon,Mkondeni Workshops Buildings,Buildings & Structures,PM02,2.0,CMN,TECO GMPS NMAT PRC  SETC,,,,,,,,6950.5,6950.5,2020,10,4,0,0
795615,mr13050,,,Check for leaks on the Rainbow P/L.,"Meter, Rainbow Farms (Pty) Ltd","Meter, Rainbow Farms (Pty) Ltd",PM02,2.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,,,,,,,,6918.92,0.0,2024,2,3,0,0
763924,mr761686,vulindlela pipeline,Vulindlela Pipeline,Core hole for level transmitter.,"Reservoir, Vulindlela 1 Comp 1 Capacity","Reservoir, Vulindlela 1 Comp 1 Capacity",PM02,3.0,CMN,TECO GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,400.0,4.25,28.0,21.7,6900.0,6900.0,2022,2,1,0,0
779341,uw ii e mkon sup ops am0 build,,,Replace broken window panes Const Sprt F,Mkondeni Regional Offices Buildings,Mkondeni Reg.Office Ground Floor Equip,PM02,4.0,CMN,TECO GMPS NMAT PPRT PRC  SETC,,,,,,,,6900.0,6900.0,2023,2,2,0,0
766739,uw ii w howk www hos hpl pipel,howick pipeline,Howick Pipeline,Tap leaking behind admin building,Howick Sewerage Pipeline,Howick WWW Pipeline (Complete),PM02,5.0,BDN,TECO PCNF GMPS PPRT PRC  SETC,Upper Mgeni,Midmar,Steel,400.0,2.5,28.0,16.3,6896.1,1845.26,2022,6,2,0,1
738533,uw ii e camp www cas aer build,,,please fix steps by the vortex tank,Camperdown Aeration System Buildings,Camperdown Aerator Tank Structure,PM02,5.0,CMN,TECO PCNF GMPS PPRT PRC  SETC,,,,,,,,6891.67,2813.89,2019,12,3,0,0
745855,mr753323,howick west pipeline,Howick West Pipeline,RIFLE RANGE METER CHAMBER FLOODED,"Meter, Howick West - Mpophomeni","Meter, Howick West - Mpophomeni",PM02,2.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,700.0,3.3,42.0,66.6,6889.65,0.0,2020,8,0,0,0
735972,uw ii e mkon sup ops am0 build,,,Mantain I/Ondoor Sports facility @ Const,Mkondeni Regional Offices Buildings,Mkondeni Reg.Office Ground Floor Equip,PM02,4.0,CMN,TECO GMPS NMAT PRC  SETC,,,,,,,,6864.0,6864.0,2019,10,2,0,0
741406,uw ii e mkon sup ops am0 build,,,Clean In &Out Indoor Sports Room-Jan2020,Mkondeni Regional Offices Buildings,Mkondeni Reg.Office Ground Floor Equip,PM02,5.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,,,,,,,,6864.0,6864.0,2020,3,2,0,0
741407,uw ii e mkon sup ops am0 build,,,Clean In &Out Indoor Sports Room-Feb2020,Mkondeni Regional Offices Buildings,Mkondeni Reg.Office Ground Floor Equip,PM02,5.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,,,,,,,,6864.0,6864.0,2020,3,2,0,0
741404,uw ii w midm bds 056 gkp psll1,56 pipeline,’56 Pipeline,Fabricate 2 steel flanges for low lift,Groenkloof p/s Low lift Pumpset 1,Pump 1,PM02,3.0,CMN,TECO PCNF PRT  GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,uPVC,250.0,7.3,40.0,8.5,6841.18,4590.0,2020,3,2,0,0
778721,uw ii w midm bds 251 251 pipel,251 pipeline,‘251 Pipeline,Check leak behind Area West office,251 Pipeline (complete),251 Pipeline (complete),PM02,4.0,CMN,TECO GMPS NMAT PPRT PRC  SETC,Upper Mgeni,Midmar,Steel,1600.0,3.3,8.0,347.91,6829.3,6829.3,2023,1,1,0,1
738943,uw ii w midm bds vul vud res04,vulindlela pipeline,Vulindlela Pipeline,Fill Vulindlela res 4-Mzamo,Vulindela Reservoir 4,Vulindela Res 4,PM02,1.0,CMC,TECO PCNF NMAT PPRT PRC  SETC,Upper Mgeni,Midmar,Steel,400.0,4.25,28.0,21.7,6826.84,4143.4,2020,1,0,0,0
739619,uw ii w midm bds vul vud res04,vulindlela pipeline,Vulindlela Pipeline,Fill res 4 Vulindlela - Hlela,Vulindela Reservoir 4,Vulindela Res 4,PM02,2.0,CMN,TECO PCNF NMAT PPRT PRC  SETC,Upper Mgeni,Midmar,Steel,400.0,4.25,28.0,21.7,6826.84,0.0,2020,1,2,0,0
741192,mr17130,mpophomeni pipeline,Mpophomeni Pipeline,Busrt pipe behind Howick West p/l,"Reservoir, Mpophomeni Capacity","Reservoir, Mpophomeni Capacity",PM02,1.0,BDN,TECO PCNF NMAT PPRT PRC  SETC,Upper Mgeni,Midmar,AC,250.0,5.8,45.0,8.5,6826.84,0.0,2020,2,4,0,0
752425,uw ii e mkon sup ops am0 build,,,broken window @ Qalindaba Boardroom,Mkondeni Regional Offices Buildings,Mkondeni Reg.Office Ground Floor Equip,PM02,2.0,CMN,TECO GMPS NMAT PRC  SETC,,,,,,,,6800.0,6800.0,2021,3,0,0,0
90009023,uw ii e ixop rwt ixw abs pipel,ixopo raw water rising main,Ixopo Raw Water Rising Main,Please attend to raw water pipeline scou,Ixopo Rising Main Pipeline,Ixopo Pipeline (Complete),PM02,5.0,CMN,REL  GMPS NMAT PRC  SETC,ixopo,Ixopo,Steel,250.0,1.38,27.0,6.37,6790.0,15442.17,2024,10,1,0,0
90000883,uw ii w lynf www lyn adm build,lion park pipeline,Lion Park Pipeline,Please repair leak for hot water pipe,Buildings & Structures,Lynfield Park Administration Building,PM02,5.0,CMN,TECO GMPS NMAT PPRT PRC  SETC,Upper Mgeni,Midmar,Steel,350.0,8.6,7.0,16.6,6775.0,6775.0,2024,4,0,0,1
770596,uw ii e ixop wtw ixw adm build,,,Please repair combined filters chamber,Ixopo Structural & Buildings,Ixopo Water Works General Structure,PM02,5.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,,,,,,,,6768.24,0.0,2022,7,4,0,0
790030,uw ii w midm bds 257 257 pipel,257 pipeline,’257 Pipeline,Carry out meter audit on 257p/l.,257 Pipeline Flowmeters,257 Pipeline (Complete),PM02,3.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,1000.0,8.5,29.0,135.9,6758.4,0.0,2023,10,0,0,0
794736,uw ii w midm bds est eso pipel,eston umbumbulu pipeline,Eston-Umbumbulu Pipeline,Repair a chamber at Mbumbulu,Eston Pipeline (Complete),Eston Pipeline (Complete),PM02,2.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,600.0,16.1,28.0,48.93,6758.4,0.0,2024,1,3,0,0
747410,uw ii w midm bds est eso pipel,eston umbumbulu pipeline,Eston-Umbumbulu Pipeline,NO WATER AT KILLARNEY (CRAIG),Eston Pipeline (Complete),Eston Pipeline (Complete),PM02,3.0,CMN,TECO PCNF NMAT PPRT PRC  SETC,Upper Mgeni,Midmar,Steel,600.0,16.1,28.0,48.93,6758.1,0.0,2020,10,3,0,0
744344,uw ii w midm wtw miw lim unit2,,,Weld lime feeder 2 slurry bowl-Lawrence,Lime Dosing unit 2,Lime Hopper Structure #2,PM02,1.0,BDN,TECO PCNF NMAT PPRT PRC  SETC,,,,,,,,6753.54,0.0,2020,6,4,0,0
90001205,uw ii w mpof www mps dws build,,,please provide SDM collectiction plate,Buildings & Structures,Dewatering System Buildings,PM02,3.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,,,,,,,,6750.0,6750.0,2024,4,5,1,0
752947,uw ii w howk www bri psa build,,,Repair and/modify door locker,Sump & Structures,Buildings & Structures,PM02,1.0,CMC,TECO PCNF PRT  NMAT PRC  SETC,,,,,,,,6701.9,0.0,2021,3,1,0,0
753710,uw ii w mpof www mpp cen ps002,,,pls fbricate delivery line P2 Shenge,Pumpset #2,Pumpset #2,PM02,1.0,CMC,TECO PCNF PRT  NMAT PRC  SETC,,,,,,,,6701.9,0.0,2021,4,2,0,0
784895,uw ii w midm bds est eso pipel,eston umbumbulu pipeline,Eston-Umbumbulu Pipeline,Repair leaking air valve on Eston p/l,Eston Pipeline (Complete),Eston Pipeline (Complete),PM02,3.0,CMN,TECO GMPS NMAT PPRT PRC  SETC,Upper Mgeni,Midmar,Steel,600.0,16.1,28.0,48.93,6700.0,6700.0,2023,6,1,0,1
758780,uw ii w howk www hos adm build,table mountain pipeline,Table Mountain Pipeline,Please repair portable water pipe (Dumi),Howick Sewerage Buildings & Structures,Admin Building Structure,PM02,2.0,CMN,TECO PCNF PRT  GMPS PRC  SETC,Upper Mgeni,DV HARRIS,uPVC,125.0,14.8,66.0,2.12,6697.96,1003.96,2021,9,3,0,0
756710,uw ii w howk www hos hpl pipel,howick pipeline,Howick Pipeline,Sewage pipe by drying beds leaking,Howick Sewerage Pipeline,Howick WWW Pipeline (Complete),PM02,1.0,BDC,TECO PCNF PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,400.0,2.5,28.0,16.3,6643.0,0.0,2021,7,0,0,1
752162,uw ii w midm bds man pha ch002,manyavu pipeline,Manyavu Pipeline,Burst pipe at Manyavu p/l - Fanele,"Manyavu Pipeline, Chamber 2","Manyavu Pipeline, Inlet Flowmeter",PM02,5.0,BDN,TECO PCNF PRT  NMAT PRC  SETC,Upper Mgeni,,Klambon,150.0,13.0,15.0,3.1,6641.88,0.0,2021,3,0,0,1
771769,uw ii e camp www cas adm build,,,hot water showerhead faulty,Camperdown RAS system,Camperdown Quickjack #2,PM02,2.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,,,,,,,,6613.96,0.0,2022,8,0,0,0
776463,mr784870,eston umbumbulu pipeline,Eston-Umbumbulu Pipeline,Check leak on Umbumbulu/ Eston p/l-Craig,"Meter, Umbumbulu Bm Eston O/Take","Meter, Umbumbulu Bm Eston O/Take",PM02,2.0,BDN,TECO PCNF PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,600.0,16.1,28.0,48.93,6613.96,0.0,2022,12,4,0,1
793825,uw ii w midm bds man pha pipel,manyavu pipeline,Manyavu Pipeline,No water at Manyavu galaxy tank,"Manyavu Pipeline, (Complete)",Manyavu Pipeline (Complete),PM02,2.0,BDC,TECO GMPS NMAT PPRT PRC  SETC,Upper Mgeni,,Klambon,150.0,13.0,15.0,3.1,6612.85,6612.85,2024,1,1,0,0
90011370,uw ii w mpof www mps adm build,,,please weld boots washing station pipe,Administration Buildings,Admin Building Structure,PM02,5.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,,,,,,,,6597.93,0.0,2024,12,2,0,0
759671,uw ii e camp www cas aer build,,,please repair step ladder 1,Camperdown Aeration System Buildings,Camperdown Aerator Tank Structure,PM02,4.0,CMN,TECO PCNF GMPS PPRT PRC  SETC,,,,,,,,6542.72,3715.0,2021,10,0,0,0
90008736,uw ii e dvha bds tms tma ch001,table mountain pipeline,Table Mountain Pipeline,check t/mtn resvr meter.(Crag)u,Chamber No.1,Table Mtn Inlet Balancing Meter Head,PM02,3.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,Upper Mgeni,DV HARRIS,uPVC,125.0,14.8,66.0,2.12,6524.96,0.0,2024,10,1,0,0
90016534,mr117475,,,Check leak at Midillovo,"Meter, Pl61 to Bal Res No 1","Meter, Pl61 to Bal Res No 1",PM02,1.0,CMC,REL  PCNF PRT  NMAT PRC  SETC,,,,,,,,6524.96,0.0,2025,4,2,0,1
738791,uw ii w howk www hos adm build,howick pipeline,Howick Pipeline,manufactor Rake for bar screen at sump1,Howick Sewerage Buildings & Structures,Howick Admin Buildings/Structures,PM02,4.0,CMN,TECO GMPS NMAT PPRT PRC  SETC,Upper Mgeni,Midmar,Steel,400.0,2.5,28.0,16.3,6500.0,6500.0,2019,12,0,0,0
739118,mr17855,thornville,Thornville,Cut grass @ Thornville resevoir,"Reservoir, Thornville Concrete","Reservoir, Thornville Concrete",PM02,3.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,Steel/AC,160200.0,7.9,38.0,8.9,6500.0,6500.0,2020,1,3,0,0
739979,uw ii w midm wtw mis adm build,lion park pipeline,Lion Park Pipeline,Repair sludge plant perimeter fence,Sludge Buildings,Midmar Sludge Buildings & Structures,PM02,3.0,CMN,TECO GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,350.0,8.6,7.0,16.6,6500.0,6500.0,2020,1,2,0,0
741281,uw ii w midm bds 061 61g pipel,lion park pipeline,Lion Park Pipeline,cut grass at thornville p/s,"61 Pipeline, Thornville section","Pipeline section, Thornville 61 offtake",PM02,3.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,350.0,8.6,7.0,16.6,6500.0,6500.0,2020,3,0,0,0
742920,mr17855,thornville,Thornville,Grass cutting at Thornville pumpstation,"Reservoir, Thornville Concrete","Reservoir, Thornville Concrete",PM02,3.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,Steel/AC,160200.0,7.9,38.0,8.9,6500.0,6500.0,2020,4,1,0,0
744357,uw ii w midm rwt 251 rwp build,251 pipeline,‘251 Pipeline,Repair fence at Raw p/s,RWPS Structural & Buildings,Rwps General Civil + Structural Asset,PM02,5.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,1600.0,3.3,8.0,347.91,6500.0,6500.0,2020,6,4,0,0
747198,uw ii w howk www hos adm build,howick pipeline,Howick Pipeline,attend damaged chamer next to dry beds,Howick Sewerage Buildings & Structures,Howick Admin Buildings/Structures,PM02,3.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,400.0,2.5,28.0,16.3,6500.0,6500.0,2020,10,3,0,0
747199,uw ii w midm bds 061 61g pipel,lion park pipeline,Lion Park Pipeline,CUT GRASS THORNVILLE P/S (SPA),"61 Pipeline, Thornville section","Pipeline section, Thornville 61 offtake",PM02,3.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,350.0,8.6,7.0,16.6,6500.0,6500.0,2020,10,3,0,0
751197,uw ii w midm bds 063 tvp build,thornville,Thornville,Cut the grass at T/ville pumpstation,Thornville p/s Buildings & Structures,Thornville p/s Buildings & Structures,PM02,5.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,Steel/AC,160200.0,7.9,38.0,8.9,6500.0,6500.0,2021,2,0,0,0
753381,uw ii w howk www mak psa build,,,Replace missing razor wire @ Makopane,Makopane Sump & Structures,Makopane Sump Structure,PM02,2.0,CMS,TECO GMPS NMAT PRC  SETC,,,,,,,,6500.0,6500.0,2021,3,2,0,0
754489,uw ii w midm bds 063 tvp build,thornville,Thornville,CUT GRASS AT THORNVILLE P/S (SPA),Thornville p/s Buildings & Structures,Thornville p/s Buildings & Structures,PM02,3.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,Steel/AC,160200.0,7.9,38.0,8.9,6500.0,6500.0,2021,5,2,0,0
757733,uw ii e mkon sup ops am0 build,,,Some Aircons @ IRO not working,Mkondeni Regional Offices Buildings,Mkondeni Reg.Office Ground Floor Equip,PM02,4.0,CMN,TECO GMPS NMAT PPRT PRC  SETC,,,,,,,,6500.0,6500.0,2021,8,2,0,0
763556,uw ii w midm bds 063 tvp build,thornville,Thornville,Cut grass at Thornville pumpstation,Thornville p/s Buildings & Structures,Thornville p/s Buildings & Structures,PM02,5.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,Steel/AC,160200.0,7.9,38.0,8.9,6500.0,6500.0,2022,1,0,0,0
766059,uw ii w midm bds 063 tvp build,thornville,Thornville,Cut grass at Thornville p/s,Thornville p/s Buildings & Structures,Thornville p/s Buildings & Structures,PM02,5.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,Steel/AC,160200.0,7.9,38.0,8.9,6500.0,6500.0,2022,3,4,0,0
90012560,uw ii e mkon sup ops reg build,,,Please replace key civil stores Mkondeni,Mkondeni Regional Office Buildings,Buildings & Structures,PM02,4.0,CMN,REL  GMPS NMAT PPRT PRC  SETC,,,,,,,,6500.0,6500.0,2025,1,3,0,0
753823,uw ii e ixop wtw ixw adm build,,,attend water works Geyser is leaking,Ixopo Structural & Buildings,Ixopo Water Works General Structure,PM02,2.0,CMN,TECO GMPS NMAT PRC  SETC,,,,,,,,6490.0,6490.0,2021,4,0,0,1
770711,uw ii e dvha bds 069 69e pipel,wartburg pipeline 69 pipeline,Wartburg Pipeline(’69 Pipeline),Burst pipe at Wartburg,Pipeline Wartburg P/S to Wartburg Res,69 Pipeline Wartburg P/S- Wartburg (Old),PM02,1.0,BDC,TECO PCNF GMPS PPRT PRC  SETC,Upper Mgeni,DV HARRIS,Steel,300.0,19.3,35.0,,6482.33,2279.14,2022,7,2,0,1
741025,uw ii w mpof www mps adm fleet,,,"Pls weld battery cage lid for the ""8' pu",Mpofana Sewerage Fleet,"TRL0292, Atlas Copco Trailer",PM02,3.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,,,,,,,,6476.67,0.0,2020,2,1,0,0
786872,uw ii e ixop www ixs adm build,,,Welding for motor gate at WWW,Administration Buildings & Structures,Ixopo Sewerage Buildings & Structures,PM02,2.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,,,,,,,,6472.97,0.0,2023,7,0,0,0
786903,uw ii e camp www cas sst build,,,please attend kitchen sink pipe leak,Camperdown Clarifier Buildings,Camperdown SST Structure #2 (NEW),PM02,3.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,,,,,,,,6472.9,0.0,2023,7,0,0,1
793741,uw ii w midm bds eup eub ch081,eston umbumbulu pipeline,Eston-Umbumbulu Pipeline,Meter chamber 81 flooded,Eston-Umbumbulu p/l Chamber 81,Umbumbulu Pipeline Chamber 81,PM02,2.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,600.0,16.1,28.0,48.93,6472.9,0.0,2024,1,0,0,0
90012155,uw ii e mkon sup ops am0 build,,,Relocate Plastic Drum Cage@W/shop Stores,Mkondeni Regional Offices Buildings,Mkondeni Reg.Office Ground Floor Equip,PM02,4.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,,,,,,,,6460.35,0.0,2024,12,3,0,0
90007199,uw ii e darv www dar adm build,,,modify inlet rake 1,Buildings & Structures,Darvill Admin Mechanical Equipment,PM02,3.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,,,,,,,,6460.25,0.0,2024,9,0,0,0
90015266,uw ii w howk www hwe psa build,,,Replace damaged door hinges,Sump & Structures,Buildings & Structures,PM02,3.0,CMN,REL  PCNF NMAT PPRT PRC  SETC,,,,,,,,6460.25,1400.0,2025,3,1,0,0
90005503,uw ii e mkon sup ops am0 build,,,Fix Faulty Aircon @ IRO Reception,Mkondeni Regional Offices Buildings,Mkondeni Reg.Office Ground Floor Equip,PM02,4.0,CMN,TECO GMPS NMAT PRC  SETC,,,,,,,,6450.0,6450.0,2024,7,1,0,0
90009198,uw ii e mkon sup ops am0 build,,,Attend to Urinal System @ Regional Offic,Mkondeni Regional Offices Buildings,Mkondeni Reg.Office Ground Floor Equip,PM02,3.0,CMN,TECO GMPS NMAT PRC  SETC,,,,,,,,6420.0,6420.0,2024,10,3,0,0
747514,uw ii w mpof www mps inl unit1,,,Pls install bracket holder for stepladde,Textile Inlet Works System,Mpofana Textile Inlet flowmeter,PM02,3.0,CMN,TECO PCNF GMPS PPRT PRC  SETC,,,,,,,,6408.04,323.46,2020,10,1,0,0
764388,uw ii e cool www cow adm valve,,,Please attedn to loose handrails.,Coolair Mechanical System,General Mechanical,PM02,4.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,,,,,,,,6405.9,0.0,2022,2,3,0,0
767620,uw ii w midm bds 056 56a pipel,mpophomeni pipeline,Mpophomeni Pipeline,Verify&capture illegal encroachment@Zond,Pipeline 56 (Complete),56 Pipeline (Complete),PM02,4.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,AC,250.0,5.8,45.0,8.5,6405.9,0.0,2022,5,3,0,0
770179,uw ii e ixop www ixs adm build,,,Plse repair WWW Security gate,Administration Buildings & Structures,Ixopo Sewerage Buildings & Structures,PM02,4.0,BDN,TECO PCNF PRT  NMAT PRC  SETC,,,,,,,,6405.9,0.0,2022,7,0,0,0
771872,uw ii e ixop rwt ixw abs pipel,ixopo raw water rising main,Ixopo Raw Water Rising Main,Please check borehole system,Ixopo Rising Main Pipeline,Ixopo Pipeline (Complete),PM02,5.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,ixopo,Ixopo,Steel,250.0,1.38,27.0,6.37,6405.9,0.0,2022,8,1,0,0
774622,uw ii w midm bds 056 56e pipel,56 pipeline,’56 Pipeline,Blackridge res level dropping,Blackridge Pipeline (Complete),Blackridge Pline,PM02,2.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,uPVC,250.0,7.3,40.0,8.5,6405.9,0.0,2022,10,1,0,0
779691,uw ii e dvha bds war wbr res01,wartburg pipeline,Wartburg Pipeline,increase inflow to 1.5revr,Wartburg Reservoir 1,Wartburg Res 1 Common Valves,PM02,1.0,CMC,TECO PCNF PRT  NMAT PRC  SETC,Upper Mgeni,DV HARRIS,Steel,700.0,9.5,8.0,66.0,6405.9,4270.6,2023,2,2,0,0
781974,uw ii e mkon sup ops am0 build,,,Fix Urinary system in IRO ground floor,Mkondeni Regional Offices Buildings,Mkondeni Reg.Office Ground Floor Equip,PM02,4.0,CMN,TECO GMPS NMAT PRC  SETC,,,,,,,,6390.0,6390.0,2023,4,1,0,0
90013349,uw ii e ixop wtw ixw cla build,,,Unblock desludge pipe to wastewater,Clarifier Structural & Buildings,Ixopo Clarifier #1 Structure,PM02,3.0,CMN,TECO GMPS NMAT PPRT PRC  SETC,,,,,,,,6361.0,6361.0,2025,2,2,0,0
789193,uw ii w midm wtw miw ben geneq,,,Unblock chemical house drain,Bentonite Common Equipment,Bentonite Area General Piping,PM02,2.0,CMN,TECO GMPS NMAT PRC  SETC,,,,,,,,6350.0,6350.0,2023,9,3,0,0
790045,uw ii w midm wtw miw ben geneq,,,Unblock drain line in chemical house,Bentonite Common Equipment,Bentonite Area General Piping,PM02,2.0,CMN,TECO GMPS NMAT PRC  SETC,,,,,,,,6350.0,6350.0,2023,10,0,0,0
790836,uw ii w midm wtw miw cds es001,,,Midmar chemical house flooded,Electrical System,Chemical Building Structure,PM02,2.0,CMN,TECO GMPS NMAT PRC  SETC,,,,,,,,6350.0,6350.0,2023,10,3,0,0
771770,uw ii e ixop wtw ixw inw valve,,,Please assist in opening inlet valve,Inlet Valves,Ixopo Raw Water Res Inlet Control Valve,PM02,2.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,,,,,,,,6304.74,0.0,2022,8,0,0,0
771896,uw ii e dvha wtw dvw adm build,,,do a lights brackets(2),Structural & Buildings,Dv Harris General Structure,PM02,3.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,,,,,,,,6304.74,0.0,2022,8,3,0,0
773479,uw ii e camp www cas dry build,,,Please fix contact tank outlet pipe leak,Camperdown Drying Bed Structures,Camperdown Drying Bed Structure #1,PM02,5.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,,,,,,,,6304.74,0.0,2022,9,4,0,1
775360,uw ii w muts rwt mup nrr valve,,,Pls drain out water from S/G chambers,Nottingham Road Valves,Nottingham Road Inlet IV #1,PM02,5.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,,,,,,,,6304.74,0.0,2022,11,4,0,0
